,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,swimming_pool,state
798,1420 Braine-lAlleud,House,169000,2,95,Not installed,0.0,,,,,,95,,4,, To renovate
799,4000 Liege,Apartment,169000,2,90,Installed,0.0,,1.0,1,,,90,,2,, Good
800,4800 Verviers,Apartment,169000,2,117,Semi equipped,0.0,,1.0,13,,,117,,2,0.0, Just renovated
801,4650 Herve,House,169000,4,130,Not installed,0.0,,1.0,201,,,130,110,2,0.0,
802,1702 Dilbeek Groot-Bijgaarden,Apartment,169000,1,60,Semi equipped,0.0,,1.0,5,,,60,,,, To be done up
803,2300 Turnhout,Apartment,169000,2,115,Installed,,,,,,,115,,2,,
804,6040 Jumet,House,169000,3,203,Installed,0.0,,,,1.0,300,203,540,2,, To be done up
805,4800 Verviers,Apartment,169000,2,60,Installed,0.0,,,,,,60,,2,0.0, Just renovated
806,1180 Uccle,Studio,169000,,34,Installed,0.0,,,,,,34,,,0.0, Good
807,2300 Turnhout,Residentie De Priorij,169000,,,,,,,,,,,,,,
808,2370 Arendonk,De Maeskens - Driesakker,169000,,,,,,,,,,,,,,
809,2370 Arendonk,De Valkenier,169000,,,,,,,,,,,,,,
810,6560 Erquelinnes,Apartment,169000,3,200,,,,,,,,200,,3,, Good
811,8660 La Panne,Apartment,169000,2,60,Semi equipped,0.0,,,,,,60,,2,, To be done up
812,4190 Ferrieres,House,169000,1,70,Semi equipped,0.0,,,,,,70,244,2,, Good
813,9100 Sint-Niklaas,House,169000,3,128,,0.0,,,,,,128,70,2,0.0, To renovate
814,1070 Anderlecht,Apartment,169000,2,76,Not installed,0.0,,1.0,11,,,76,,,, To be done up
815,7700 Mouscron,House,169000,2,108,Installed,0.0,,1.0,20,1.0,90,108,151,2,, As new
816,2850 Boom,House,169000,3,90,,0.0,,1.0,10,,,90,48,,0.0, To be done up
817,4690 Eben-Emael,House,169000,5,201,Installed,0.0,,1.0,40,,,201,233,3,,
818,4190 Ferrieres,House,169000,2,106,Semi equipped,0.0,,,,,,106,229,2,, Good
819,9050 Gent,Apartment,169000,1,56,,0.0,,,,,,56,,,0.0, As new
820,2491 Balen,House,169000,3,165,,,,,,,,165,594,4,,
821,4600 Lanaye Petit Lanaye,House,169000,2,,,0.0,,,,,,,141,2,, Good
822,1080 Molenbeek,Apartment,169000,2,70,,0.0,,,,,,70,,2,,
823,8434 Middelkerke,Apartment,169000,1,40,,1.0,,,,,,40,,,0.0, Good
824,8820 Torhout,Apartment,169000,2,74,,0.0,,,,,,74,,2,,
825,1083 Ganshoren,Apartment,169000,1,56,USA semi equipped,0.0,,1.0,3,,,56,,2,, As new
826,1730 Asse,Service flat,169000,1,52,Hyper equipped,0.0,,,,,,52,,,,
827,2300 Turnhout,Apartment,169000,1,,Installed,0.0,,1.0,5,,,,,2,0.0,
828,3970 Leopoldsburg,House,169000,3,,Installed,0.0,,,,,,,350,2,0.0, To be done up
829,9600 Ronse,House,169000,3,160,,,,,,1.0,25,160,142,,, To be done up
830,8800 Roeselare,House,169000,2,110,,0.0,,,,,,110,80,,0.0,
831,2490 Balen,House,169000,2,95,Hyper equipped,0.0,,,,,,95,365,4,, Good
832,1030 Schaerbeek,Apartment,169000,1,66,,0.0,,1.0,3,,,66,,2,0.0, To be done up
833,1030 Schaerbeek,Apartment,169000,1,66,,0.0,,1.0,3,,,66,,2,0.0, To be done up
834,1081 Koekelberg,Apartment,169000,1,60,USA installed,,,1.0,5,,,60,,2,0.0, As new
835,4600 Lixhe,House,169000,3,147,Installed,0.0,,,,1.0,410,147,650,3,,
836,9300 Aalst,House,169000,3,150,Installed,0.0,,,,,,150,78,2,,
837,1080 Molenbeek,Apartment,169000,2,70,,0.0,,,,,,70,,2,,
838,1081 Koekelberg,Apartment,169000,1,70,Installed,0.0,,,,,,70,,2,,
839,1190 Forest,Apartment,169000,1,55,Semi equipped,,,,,,,55,,2,0.0, Good
840,2060 Antwerp,Apartment,169000,2,,,,,1.0,3,,,,,2,, Good
841,2550 Kontich,Apartment,169000,1,54,,,,1.0,19,,,54,,,0.0, As new
842,1853 Strombeek-Bever,Apartment,169000,1,55,,0.0,,1.0,5,,,55,,2,,
843,7141 Morlanwelz,House,169000,3,150,,0.0,,1.0,1,1.0,200,150,250,2,,
844,7090 Braine-le-Comte,Duplex,169000,2,75,,,,1.0,30,,,75,,2,, Good
845,1080 Molenbeek-Saint-Jean,Apartment,169000,2,65,,0.0,,,,,,65,,2,,
846,1480 Tubize,House,169000,2,79,,0.0,,,,,,79,,2,, Good
847,6200 Chtelet,Ground floor,169000,1,80,,0.0,,,,,,80,,,,
848,8870 Izegem,House,169000,,,,,,,,,,,,,,
849,6200 Chtelet,Mixed-use building,169000,,80,,0.0,,,,,,80,,,,
850,4430 Ans,House,169000,2,,,,,,,,,,270,3,,
851,2800 Mechelen,Apartment,169000,2,84,Semi equipped,0.0,,,,,,84,,2,, To renovate
852,6700 Schoppach,Schoppach,169000,,,,,,,,,,,,,,
853,3800 SINT-TRUIDEN,Apartment,169000,2,95,Semi equipped,0.0,,,,,,95,,2,, Good
854,2100 Deurne,Apartment,169000,2,80,Installed,0.0,,1.0,7,,,80,,,, Good
855,1060 Saint-Gilles,Apartment,169000,1,32,USA installed,1.0,,1.0,4,,,32,,,0.0, Good
856,9100 SINT-NIKLAAS,Apartment,169000,2,83,Installed,0.0,,1.0,12,,,83,,4,, Good
857,8570 Anzegem,House,169000,4,107,,0.0,,,,,,107,146,3,, To restore
858,2100 Deurne,Apartment,169000,2,80,Semi equipped,0.0,,,,,,80,,2,, Good
859,6001 Marcinelle,Apartment,169000,3,110,Installed,0.0,,,,,,110,,2,, Just renovated
860,8660 De Panne,Apartment,169000,1,66,Semi equipped,0.0,,,,,,66,,2,, To be done up
861,4041 Vottem,House,169000,2,96,Installed,0.0,,,,1.0,320,96,370,3,, Good
862,1080 MOLENBEEK-SAINT-JEAN,Apartment,169000,2,,Installed,0.0,,1.0,14,,,,,,0.0, To renovate
863,3400 Landen,Apartment,169000,3,,Semi equipped,0.0,,1.0,16,,,,,2,, To be done up
864,8800 Roeselare,Loft,169000,2,149,Installed,0.0,,1.0,32,,,149,,2,, To restore
865,2630 Aartselaar,Apartment,169000,2,70,Installed,0.0,,,,,,70,,3,, To renovate
866,4800 Verviers,House,169000,4,142,Installed,0.0,,,,,,142,60,2,0.0, Good
867,2100 Antwerp,Apartment,169000,3,80,Installed,0.0,,,,,,80,,,, Good
868,3800 SINT-TRUIDEN,Apartment,169000,3,90,Installed,0.0,,,,,,90,,2,, To be done up
869,4801 Stembert,Apartment,169000,3,84,Semi equipped,0.0,,1.0,6,,,84,,3,, To be done up
870,4801 Stembert,Apartment,169000,3,84,Semi equipped,0.0,,1.0,6,,,84,,3,, To be done up
871,5000 Namur,Apartment,169000,1,60,Installed,1.0,,,,,,60,,2,0.0, Good
872,7950 Chivres,Apartment,169000,2,78,Semi equipped,0.0,,1.0,5,,,78,,4,,
873,7950 Chivres,Apartment,169000,2,79,Semi equipped,0.0,,1.0,5,,,79,,4,,
874,8560 Wevelgem,Apartment,169000,3,110,Semi equipped,0.0,,1.0,5,,,110,,2,, Good
875,1070 Anderlecht,Apartment,169000,2,70,Semi equipped,0.0,,1.0,20,,,70,,,, To be done up
876,6800 LIBRAMONT,Apartment,169000,2,,,,,,,,,,,,, As new
877,4000 Lige,Apartment block,169000,4,140,Not installed,0.0,,,,,,140,80,,, To renovate
878,2400 Mol,Ground floor,169000,2,85,Installed,0.0,,1.0,6,,,85,,,0.0, Good
879,3680 NEEROETEREN,Apartment,169000,1,61,,0.0,,1.0,22,,,61,,,,
880,1140 Evere,Ground floor,169000,1,42,Installed,0.0,,,,,,42,,,0.0, Good
881,2550 Kontich,Apartment,169000,2,72,Installed,0.0,,,,,,72,,,, To renovate
882,4000 Lige,Apartment,169000,1,90,Installed,0.0,,,,,,90,,2,0.0, As new
883,8800 Roeselare,Apartment,169000,3,96,Semi equipped,0.0,,,,,,96,,2,, To renovate
884,3980 Tessenderlo,Ground floor,169000,1,63,,0.0,,,,,,63,,2,,
885,3800 SINT-TRUIDEN,House,169000,4,220,,0.0,,,,,,220,130,2,, To renovate
886,3010 Leuven,Apartment,169000,1,55,Hyper equipped,,,,,,,55,,,, Good
887,1853 Grimbergen Strombeek-Bever,Apartment,169000,1,67,Installed,0.0,,,,,,67,,3,, Good
888,8530 Harelbeke,Apartment,169000,2,94,Installed,0.0,,1.0,4,,,94,,,0.0, As new
889,3850 Nieuwerkerken,Residentie Georges - Nieuwerkerken,169000,,,,,,,,,,,,,,
890,4420 Saint-Nicolas,House,169000,3,130,Semi equipped,0.0,,1.0,22,,,130,,3,, To be done up
891,2020 Antwerp,Apartment,169000,2,75,Hyper equipped,0.0,,1.0,3,,,75,,2,, Good
892,8792 Waregem,Apartment,169000,1,89,,0.0,,,,,,89,,2,,
893,3600 Genk,Apartment,169000,2,80,Installed,0.0,,,,,,80,,2,0.0, Good
894,8370 Blankenberge,Apartment,169000,,55,,1.0,,,,,,55,,2,, Good
895,8530 Harelbeke,Apartment,169000,2,70,Hyper equipped,0.0,,1.0,8,,,70,,,0.0, As new
896,8800 Roeselare,Apartment,169000,1,,,,,,,,,,,,, As new
897,2620 Hemiksem,House,169000,2,,Installed,0.0,,,,,,,100,3,, Good
898,8660 De Panne,Apartment,169000,2,62,,0.0,,,,,,62,,3,0.0, To renovate
899,5100 Jambes,House,169000,2,68,Installed,0.0,,,,1.0,29,68,86,2,, Good
900,3290 Diest,Apartment,169000,2,119,Installed,0.0,,1.0,1,,,119,,2,, Good
901,3600 Genk,Apartment,169000,1,49,Semi equipped,,,,,,,49,,2,,
902,8530 Harelbeke,Apartment,169000,2,96,Installed,0.0,,1.0,4,,,96,,,0.0, As new
903,3770 Riemst,Apartment,169000,1,57,Installed,0.0,,1.0,5,,,57,,3,, As new
904,4020 Lige,Apartment block,169000,4,175,Semi equipped,0.0,,1.0,110,,,175,220,2,0.0, To be done up
905,2660 Hoboken,House,169000,3,1852,,0.0,,,,1.0,75,1852,185,2,,
906,2100 Deurne Antwerpen,Apartment,169000,2,79,,0.0,,,,,,79,,2,, To be done up
907,3600 Genk,Apartment,169000,2,80,Semi equipped,,,,,,,80,,,0.0,
908,3850 Nieuwerkerken,Apartment,169000,1,49,,0.0,,1.0,6,,,49,,,,
909,8790 Waregem,Apartment,169000,1,72,,,,,,,,72,,,0.0, As new
910,9690 Kluisbergen,Apartment,169000,2,,Installed,0.0,,,,,,,,,0.0, As new
911,5600 NEUVILLE,House,169000,3,188,Semi equipped,0.0,,,,,,188,502,3,, To renovate
912,7700 Mouscron,House,169000,3,130,,0.0,,,,1.0,50,130,,2,, Just renovated
913,2660 Antwerp,Apartment,169000,1,70,Hyper equipped,,,,,,,70,,,, As new
914,4040 Herstal,Apartment,169000,2,,Installed,,,,,,,,,2,, As new
915,7700 Mouscron,Apartment,169000,2,,Installed,,,,,,,,,,, As new
916,8380 Zeebrugge,Apartment,169000,2,70,Installed,,,,,,,70,,2,, To be done up
917,9100 Sint-Niklaas,Apartment,169000,2,,Installed,,,,,,,,,,, Good
918,9690 Kluisbergen,House,169000,3,,,0.0,,,,,,,1005,3,, To renovate
919,4100 Seraing,House,169000,2,90,Semi equipped,0.0,,1.0,1,,,90,,3,0.0, Good
920,6001 Charleroi,House,169000,4,,Installed,0.0,,,,,,,228,3,0.0, As new
921,4950 Waimes,Duplex,169000,3,115,Installed,0.0,,1.0,45,,,115,,4,0.0, As new
922,6870 SAINT-HUBERT,House,169000,2,,Installed,0.0,,,,,,,,2,, As new
923,7700 Mouscron,House,169000,2,126,Installed,,,,,,,126,184,2,, Good
924,2440 Geel,Apartment,169000,2,80,,0.0,,,,,,80,,2,, Good
925,2660 Hoboken,Ground floor,169000,2,75,,0.0,,,,,,75,,2,0.0, To be done up
926,8420 Wenduine,Apartment,169000,1,,Installed,1.0,,,,,,,,2,, Good
927,8530 Harelbeke,Apartment,169000,2,80,,0.0,,1.0,3,,,80,,,0.0, As new
928,3700 Tongeren,House,169000,2,109,,,,,,,,109,,,, Just renovated
929,2270 Herenthout,House,169000,2,,Installed,0.0,,,,,,,275,2,, To renovate
930,6001 Marcinelle,House,169000,3,,Semi equipped,,,,,,,,350,2,, Good
931,3700 Diets-Heur,House,169000,2,110,Installed,0.0,,1.0,30,1.0,200,110,400,4,0.0,
932,4520 BAS-OHA,House,169000,2,100,Semi equipped,0.0,,,,,,100,110,4,,
933,5300 Andenne,House,169000,3,92,Installed,0.0,,,,,,92,187,3,,
934,5300 Andenne,House,169000,2,104,Installed,0.0,,,,,,104,280,2,,
935,8400 Oostende,Apartment,169000,,39,Installed,0.0,,,,,,39,,2,0.0, Good
936,3960 Bree,Mooie nieuwbouwappartementen in Michielspark Bree,169000,,,,,,,,,,,,,,
937,9600 Ronse,Forum Ambrosius,169000,,,,,,,,,,,,,,
938,8430 Middelkerke,House,169000,3,126,Installed,0.0,,,,1.0,55,126,158,3,, To be done up
939,9320 Aalst,Apartment,169000,2,100,,0.0,,,,,,100,,3,, To be done up
940,8660 De Panne,Apartment,169000,2,,Installed,,,,,,,,,,, As new
941,8790 Waregem,Ground floor,169000,2,102,,0.0,,,,,,102,,2,0.0, Good
942,3770 Genoelselderen,Mixed-use building,169000,2,,Installed,0.0,,,,,,,485,2,, To be done up
943,4031 Liege Angleur,Apartment,169000,2,82,,,,,,,,82,,,, As new
944,4420 Saint-Nicolas,House,169000,3,,Semi equipped,0.0,,1.0,12,1.0,17,,157,2,0.0, To be done up
945,2100 Deurne Antwerpen,Apartment,169000,1,69,,0.0,,,,,,69,,2,, To be done up
946,8301 Heist-aan-Zee,Studio,169000,,31,USA installed,,,,,,,31,,,0.0,
947,8793 Sint-Eloois-Vijve,Apartment,169000,3,117,Installed,0.0,,1.0,14,,,117,,2,,
948,4102 Seraing,House,169000,2,86,USA hyper equipped,,,1.0,17,1.0,130,86,200,2,, Just renovated
949,7500 Tournai,House,169000,2,,Installed,,,,,1.0,235,,309,2,, As new
950,7700 Mouscron,House,169000,2,125,,0.0,,,,,,125,,,,
951,8420 Wenduine,Studio,169000,,,Installed,1.0,,,,,,,,3,, Good
952,7730 Nchin,House,169000,3,,Semi equipped,,,,,,,,405,3,, To be done up
953,8580 Avelgem,House,169000,3,,Installed,,,,,,,,121,2,, Good
954,9200 Dendermonde,House,169000,4,135,,,,,,,,135,250,2,, To renovate
955,8550 Zwevegem,Apartment,169000,2,88,Installed,0.0,,,,,,88,,,0.0, As new
956,8550 Zwevegem,Apartment,169000,2,88,Installed,0.0,,,,,,88,,,0.0, As new
957,2060 Antwerp,Apartment,169000,1,64,Installed,,,,,,,64,,2,, Good
958,3400 Landen,Exceptional property,169000,4,200,,,,,,,,200,210,2,, To renovate
959,3680 Neeroeteren,Apartment,169000,1,,Installed,0.0,,,,,,,,2,0.0,
960,5004 Namur Bouge,Apartment,169000,1,40,,,,,,,,40,,2,, Good
961,9620 Zottegem,Apartment,169000,1,63,Installed,,,,,,,63,,,0.0, As new
962,3800 Sint-Truiden,Mixed-use building,169000,5,150,,0.0,,,,,,150,,3,,
963,4837 Baelen,House,169000,2,,,,,,,,,,199,4,,
964,6061 Montignies-sur-Sambre,House,169000,2,,,0.0,,,,1.0,100,,283,3,,
965,7700 Mouscron,House,169000,3,130,Installed,0.0,,,,1.0,50,130,140,2,0.0, Just renovated
966,8301 Heist,Apartment,169000,1,34,,1.0,,,,,,34,,2,, To be done up
967,8400 Oostende,Apartment,169000,2,,Installed,0.0,,,,,,,,2,0.0, Good
968,7700 Mouscron,House,169000,3,102,Installed,0.0,,,,1.0,40,102,140,2,, Good
969,7700 Mouscron,House,169000,2,,Installed,,,,,,,,225,2,, Good
970,7730 Estaimpuis Leers-Nord,House,169000,2,136,Installed,,,,,,,136,370,3,, Good
971,5540 Hastire,House,169000,3,95,,1.0,,,,,,95,,4,, As new
972,2020 Antwerp,Apartment,169000,1,76,,,,,,,,76,,,,
973,6000 Charleroi,Apartment,169000,2,80,Installed,0.0,,,,,,80,,,0.0, As new
974,8670 Koksijde,Apartment,169000,2,46,,,,,,,,46,,,, Good
975,9700 Oudenaarde,Apartment,169000,1,55,USA installed,0.0,,1.0,2,,,55,,2,0.0, As new
976,7700 Mouscron,House,169000,3,136,Installed,0.0,,,,,,136,267,3,0.0, Good
977,9500 Geraardsbergen,House,169000,4,,,,,,,,,,294,2,, To be done up
978,3600 Genk,Apartment,169000,3,110,,,,,,,,110,,,, Good
979,8510 Rollegem,House,169000,2,153,,0.0,,,,,,153,480,3,, Good
980,8583 Bossuit,House,169000,2,141,,0.0,,,,,,141,655,2,,
981,9320 Nieuwerkerken,House,169000,1,81,,,,,,,,81,76,,, As new
982,3600 Genk,Apartment,169000,2,88,,,,,,,,88,,,, To be done up
983,9280 Wieze,House,169000,3,,,,,,,,,,160,2,,
984,8540 Deerlijk,Apartment,169000,2,,,0.0,,,,,,,,,0.0, To be done up
985,8930 Menen,House,169000,1,140,,,,,,,,140,420,,,
986,8370 Blankenberge,Studio,169000,,,,,,,,,,,,,,
987,1090 Jette,Apartment,169000,1,66,Hyper equipped,0.0,,1.0,1,,,66,,2,, Good
988,8660 La Panne,Apartment,169000,1,,,,,,,,,,,,0.0,
989,4900 Spa,Apartment block,169000,3,,,1.0,,,,,,,32,2,0.0, To be done up
990,8301 Heist-aan-Zee,Studio,169000,,,,,,,,,,,,,,
991,8400 Oostende,Apartment,169000,1,,,0.0,,,,,,,,,,
992,7711 Dottignies,House,169000,4,,,0.0,,,,,,,126,,,
993,6980 La Roche-en-Ardenne,House,169000,3,,,0.0,,1.0,12,,,,80,2,0.0, Good
994,7500 Tournai,Apartment,169000,1,,Installed,0.0,,,,,,,,2,0.0, Good
995,1080 Molenbeek-Saint-Jean,Apartment,169000,2,75,Installed,0.0,,,,,,75,,2,,
996,1030 Schaerbeek,Apartment,169000,1,,,,,,,,,,,2,, Good
997,6041 Gosselies,House,169000,2,,Installed,0.0,,,,,,,,3,, Good
998,7520 Templeuve,House,169000,3,,,,,,,,,,100,,,
999,1070 Anderlecht,Apartment,169000,1,55,Installed,0.0,,1.0,10,,,55,,4,,
1000,1081 Koekelberg,Apartment,169000,1,92,,0.0,,1.0,4,,,92,,2,,
1001,1070 Anderlecht,Apartment,169000,2,72,Not installed,0.0,,1.0,6,,,72,,4,,
1002,3960 Bree,Apartment,169000,1,,,0.0,,,,,,,,,, As new
1003,7712 Mouscron,Apartment,169000,1,72,Installed,0.0,,,,1.0,38,72,,,0.0, As new
1004,3970 Leopoldsburg,House,169000,2,135,,,,,,,,135,214,3,,
1005,1030 Schaerbeek,Apartment,169000,1,69,,0.0,,1.0,12,,,69,,2,,
1006,7090 Braine-le-Comte,House,169000,2,,Not installed,0.0,,,,,,,,,,
1007,1030 Schaerbeek,Apartment,169000,2,77,Installed,0.0,,1.0,4,,,77,,2,,
1008,1210 Saint-Josse,Apartment,169000,1,46,Installed,0.0,,1.0,2,,,46,,2,,
1009,6044 Roux,House,169000,4,291,Hyper equipped,0.0,,,,1.0,125,291,,3,,
1010,6061 Montignies-sur-Sambre,House,169000,5,,,,,,,,,,,2,,
1011,6230 Pont--Celles,House,169000,3,,Installed,,,,,,,,185,2,, Good
1012,1030 Schaerbeek,Apartment,169000,1,,,,,,,,,,,,,
1013,7160 Piton,House,169000,3,,,0.0,,,,,,,,,,
1014,2900 Schoten,Apartment,169000,1,,,,,,,,,,,,0.0,
1015,7500 Tournai,House,169000,3,,,,,,,,,,,,,
1016,7141 Carnires,House,169000,3,,,,,,,,,,250,3,, As new
1017,2660 Hoboken,Apartment,169200,1,,,,,,,,,,,4,, As new
1018,8800 Roeselare,Apartment,169250,1,62,Hyper equipped,,,,,,,62,,,0.0,
1019,6230 Pont--Celles,Apartment,169408,1,,,,,1.0,17,,,,,3,, As new
1020,4020 Lige,Apartment,169500,2,68,Installed,0.0,,,,,,68,,3,, Good
1021,4020 Lige,Apartment,169500,2,68,Semi equipped,0.0,,,,,,68,,3,, Good
1022,8370 Blankenberge,Studio,169500,,48,Installed,1.0,,,,,,48,,2,0.0, As new
1023,8900 Ieper,Apartment,169500,2,84,Hyper equipped,0.0,,,,,,84,,,0.0, As new
1024,4100 Seraing,House,169500,3,,Semi equipped,0.0,,1.0,30,1.0,65,,215,3,0.0, Good
1025,4460 Grace-Hollogne,House,169500,3,130,Installed,0.0,,1.0,20,1.0,40,130,120,2,0.0, Good
1026,7370 Dour,ESPACE C ESPACE LOFTS,169500,,,,,,,,,,,,,,
1027,8600 Diksmuide,Apartment,169500,1,89,,,,,,,,89,,,0.0, Just renovated
1028,9600 Ronse,Country house,169500,4,,,,,,,,,,325,,0.0, To renovate
1029,8530 Harelbeke,Apartment,169500,2,82,USA hyper equipped,0.0,,,,,,82,,,0.0, As new
1030,9600 Ronse,Mixed-use building,169500,,,,,,,,,,,1243,,,
1031,9240 Zele,House,169500,3,,Installed,,,,,,,,499,,,
1032,2180 Ekeren,Apartment,169500,2,78,,0.0,,1.0,2,,,78,,2,, Good
1033,7340 Colfontaine,House,169500,3,,Installed,0.0,,,,,,,240,4,, To be done up
1034,2170 Merksem,Ground floor,169500,2,,,,,1.0,14,,,,,,,
1035,9100 Sint-Niklaas,House,169500,3,125,,0.0,,,,,,125,80,2,, To be done up
1036,8370 Blankenberge,Apartment,169500,1,,,,,,,,,,,,0.0, As new
1037,9600 Ronse,Country house,169500,4,,,,,,,,,,325,,0.0, To renovate
1038,1080 Molenbeek-St-Jean,Apartment,169500,1,59,Hyper equipped,,,,,,,59,,3,, As new
1039,1030 Schaerbeek,Apartment,169500,1,75,Semi equipped,0.0,,1.0,2,,,75,,2,, Good
1040,4180 Hamoir,Apartment,169500,2,120,Installed,0.0,,,,1.0,130,120,,2,, Good
1041,3581 Beverlo,New real estate project - Apartments,169500,,,,,,,,,,,,,,
1042,4000 Lige,Apartment,169500,1,64,Installed,0.0,,,,,,64,,,0.0,
1043,8530 Harelbeke,House,169500,4,,,,,,,,,,361,,0.0,
1044,1070 Anderlecht,Studio,169600,,,,,,,,,,,,,, As new
1045,7390 Quaregnon,Apartment,169700,2,91,Semi equipped,0.0,,1.0,24,,,91,,,, As new
1046,4620 Flron,Apartment,169850,1,57,Installed,0.0,,1.0,9,,,57,,2,,
1047,6800 Libramont-Chevigny,Rsidence Orphe,169900,,,,,,,,,,,,,,
1048,8490 STALHILLE,House,169900,2,,Installed,0.0,,,,,,,190,2,, To renovate
1049,9100 Sint-Niklaas,Residentie De spinnerij,169900,,,,,,,,,,,,,,
1050,6180 Courcelles,House,169900,3,150,USA semi equipped,0.0,,1.0,30,1.0,170,150,280,2,0.0, To be done up
1051,2660 Antwerpen Hoboken,Service flat,169900,1,,Hyper equipped,,,1.0,7,,,,,,0.0, As new
1052,9991 Adegem,Apartment,169900,1,68,Installed,0.0,,,,1.0,30,68,,3,0.0, As new
1053,9991 Maldegem Adegem,Residentie Oaze,169900,,,,,,,,,,,,,,
1054,2170 Merksem,Apartment,169900,2,84,,0.0,,1.0,9,,,84,,3,0.0, To be done up
1055,2430 Laakdal,Apartment,169900,1,50,,0.0,,,,,,50,,2,0.0, Good
1056,8370 Blankenberge,Apartment,169900,1,65,,1.0,,,,,,65,,2,, Good
1057,9991 Adegem,Apartment,169900,1,68,Hyper equipped,0.0,,1.0,14,1.0,30,68,,,0.0,
1058,7700 Mouscron,House,169900,3,122,,0.0,,,,,,122,,,,
1059,9991 Maldegem Adegem,Apartment,169900,1,68,,,,,,,,68,,,, As new
1060,3000 Leuven,Studio,169950,,28,Installed,1.0,,,,,,28,,,0.0, As new
1061,4700 Eupen,Die Berggrten - Phase B,169950,,,,,,,,,,,,,,
1062,4700 Eupen,Apartment,169950,1,,,,,1.0,8,,,,,,, As new
1063,4000 Liege,Apartment,169999,2,85,Installed,,,,,,,85,,2,, Just renovated
1064,6030 Marchienne-au-Pont,Apartment block,169999,3,162,Installed,0.0,,,,,,162,60,2,0.0, To be done up
1065,6180 Courcelles,Town-house,169999,2,118,Installed,0.0,,,,1.0,104,118,233,2,0.0, Good
1066,6000 Charleroi,Apartment,169999,2,125,Installed,0.0,,1.0,5,,,125,,2,0.0, As new
1067,1030 Schaerbeek,Apartment,170000,1,,Not installed,0.0,,1.0,12,,,,,2,0.0, Good
1068,1070 Anderlecht,Apartment,170000,2,90,Installed,0.0,,,,,,90,,3,0.0, Good
1069,8370 Blankenberge,Apartment,170000,2,75,Installed,1.0,,,,,,75,,2,, Good
1070,1800 Vilvoorde,Apartment,170000,2,70,Not installed,0.0,,,,,,70,,2,0.0, To be done up
1071,1140 Evere,Studio,170000,,45,Installed,,,1.0,20,,,45,,,, Good
1072,9200 BAASRODE,House,170000,1,100,,0.0,,,,,,100,172,3,, Good
1073,1800 Vilvoorde,Apartment,170000,2,70,Not installed,0.0,,,,,,70,,2,0.0, To be done up
1074,1180 Uccle,Studio,170000,,35,USA installed,0.0,,1.0,30,,,35,,,, As new
1075,6870 Saint-Hubert,Chalet,170000,3,120,USA semi equipped,0.0,,,,,,120,77,2,0.0, Good
1076,1200 Woluwe-Saint-Lambert,Apartment,170000,1,52,Not installed,0.0,,1.0,13,,,52,,2,0.0, To renovate
1077,6220 Fleurus,Apartment,170000,2,80,Installed,0.0,,,,,,80,,2,, Just renovated
1078,8860 Lendelede,Apartment,170000,1,86,Installed,0.0,,,,,,86,,,, Good
1079,6220 Fleurus,Apartment,170000,2,86,Semi equipped,0.0,,1.0,7,,,86,,4,, To be done up
1080,6220 Fleurus,Apartment,170000,2,84,Semi equipped,0.0,,1.0,7,,,84,,4,, Good
1081,6870 Saint-Hubert,House,170000,3,120,USA semi equipped,0.0,,,,,,120,77,2,0.0, Good
1082,7700 Mouscron,House,170000,4,140,Installed,,,,,1.0,38,140,178,2,0.0, Just renovated
1083,1083 Ganshoren,Apartment,170000,1,60,Hyper equipped,0.0,,1.0,8,,,60,,4,, Just renovated
1084,6220 Fleurus,Apartment,170000,2,85,Installed,0.0,,,,,,85,,,, Just renovated
1085,6001 Marcinelle,Apartment,170000,2,102,Installed,,,,,,,102,,,, As new
1086,9120 Beveren-Waas,House,170000,2,136,Semi equipped,0.0,,,,,,136,187,3,, To renovate
1087,6043 Ransart,House,170000,3,130,Installed,0.0,,,,1.0,625,130,770,3,, Good
1088,7800 Ath,House,170000,2,,Installed,0.0,,,,,,,24,2,, Good
1089,8540 Deerlijk,House,170000,2,155,Installed,0.0,,,,1.0,255,155,431,,, Good
1090,1070 Anderlecht,Apartment,170000,2,76,,0.0,,1.0,9,,,76,,2,0.0, As new
1091,4000 Liege,House,170000,4,127,Installed,0.0,,,,,,127,80,2,0.0, Good
1092,4100 Seraing,House,170000,4,110,Semi equipped,0.0,,1.0,15,1.0,40,110,105,2,0.0, Good
1093,1080 Sint-Jans-Molenbeek,Apartment,170000,2,74,,0.0,,1.0,7,,,74,,,, As new
1094,9620 Zottegem,Apartment,170000,2,67,Installed,0.0,,,,,,67,,2,, Good
1095,8370 Blankenberge,Apartment,170000,2,66,Semi equipped,0.0,,1.0,4,,,66,,,0.0, To be done up
1096,6980 La Roche-en-Ardenne,Apartment,170000,2,80,Installed,1.0,,,,,,80,,2,0.0, As new
1097,9120 Melsele,House,170000,2,,Installed,0.0,,,,,,,410,,, Good
1098,8530 Harelbeke,House,170000,3,132,Hyper equipped,0.0,,,,1.0,165,132,222,,, As new
1099,1030 Schaerbeek,Studio,170000,,48,Hyper equipped,0.0,,,,,,48,,,0.0, Just renovated
1100,7100 Haine-Saint-Paul,House,170000,3,156,Installed,,,,,,,156,240,3,, Good
