,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,swimming_pool,state
0,7020 Nimy,House,160000,3,,,,,,,,,,,,,
1,6220 Lambusart,House,160000,3,,,,,,,,,,,,,
2,8500 Kortrijk,Apartment,160000,2,76,,,,,,,,76,,,0.0,
3,6150 Anderlues,Apartment,160000,1,85,,,,1.0,7,,,85,,,, As new
4,9930 Zomergem,House,160000,4,,,,,,,,,,448,4,,
5,1140 Evere,Studio,160000,,43,,0.0,,,,,,43,,,0.0,
6,3630 Maasmechelen,De Mispelaer,160302,,,,,,,,,,,,,,
7,9170 Sint-Gillis-Waas,Apartment,160325,2,,,,,1.0,9,,,,,,,
8,3670 Oudsbergen,Apartment,160370,1,59,,,,,,,,59,,,,
9,3670 Oudsbergen,Apartment,160370,1,59,,,,,,,,59,,,,
10,3670 Oudsbergen,Apartment,160371,1,59,,,,,,,,59,,,,
11,3670 Oudsbergen,Apartment,160371,1,59,,,,,,,,59,,,,
12,3670 Oudsbergen,Apartment,160372,1,59,,,,,,,,59,,,,
13,2370 Arendonk,Service flat,160400,1,66,,0.0,,1.0,12,,,66,,,, Good
14,1000 Brussels City,Urban Court,160500,,,,,,,,,,,,,,
15,4610 Beyne-Heusay,Apartment,160800,2,72,,,,1.0,4,,,72,,4,,
16,7000 Mons,Apartment,161000,1,,Hyper equipped,0.0,,1.0,7,,,,,3,, As new
17,1000 Bruxelles,Apartment,161000,1,60,Installed,1.0,,,,,,60,,2,0.0,
18,4101 JEMEPPE,House,161000,3,136,Not installed,0.0,,1.0,6,1.0,98,136,,3,, To be done up
19,7000 Mons,Apartment,161000,1,61,Installed,0.0,,1.0,23,,,61,,2,, As new
20,4420 Saint-Nicolas,Apartment,161000,1,65,Installed,0.0,,1.0,13,,,65,,,, Good
21,9040 Sint-Amandsberg,Apartment,161000,,45,Semi equipped,0.0,,1.0,22,,,45,,,0.0,
22,9040 Sint-Amandsberg,Apartment,161000,,45,Semi equipped,0.0,,1.0,22,,,45,,,0.0,
23,9000 Gent,Apartment,161000,,45,Semi equipped,0.0,,1.0,22,,,45,,,,
24,6060 Charleroi Gilly,House,161000,2,,Installed,,,1.0,15,,,,,2,,
25,8550 Zwevegem,Project Flux - Residentie Edison,161106,,,,,,,,,,,,,,
26,1060 Saint-Gilles,House,161200,1,,,,,,,,,,140,,,
27,8792 Desselgem,New real estate project - Apartments,161220,,,,,,,,,,,,,,
28,9600 Ronse,Service flat,161224,1,26,,,,,,,,26,,,,
29,9600 Ronse,Other properties,161224,13,,,1.0,,,,,,,,4,, As new
30,4950 Waimes,Rsidence du Vinve,161500,,,,,,,,,,,,,,
31,4030 Beyne-Heusay,Apartment,161500,2,72,Not installed,,,1.0,4,,,72,,4,,
32,8530 Harelbeke,Apartment,161500,1,90,,0.0,,,,,,90,,2,,
33,4040 Herstal,House,162000,3,110,,0.0,,1.0,30,1.0,150,110,240,2,, Good
34,8800 Roeselare,Bouwgrond en nieuwe wonin,162000,,,,,,,,,,,,,,
35,9900 Eeklo,Apartment,162000,2,89,,,,,,,,89,,2,,
36,8610 Kortemark,Loft,162000,,68,,,,1.0,12,,,68,,4,, As new
37,1070 Anderlecht,Apartment,162000,1,60,USA installed,0.0,,1.0,8,,,60,,,, Just renovated
38,1480 Tubize,Apartment,162000,1,59,USA installed,0.0,,,,,,59,,,0.0, As new
39,9140 Temse,Apartment,162000,2,61,Installed,0.0,,,,,,61,,2,0.0, Good
40,2627 Schelle,Apartment,162000,2,70,Semi equipped,0.0,,,,,,70,,3,,
41,6830 Bouillon,House,162000,3,65,,1.0,,,,,,65,27,2,,
42,7390 Quaregnon,Apartment,162000,2,91,Installed,0.0,,1.0,15,,,91,,,, As new
43,6560 Erquelinnes,House,162000,1,150,Installed,,,,,,,150,1161,4,, To be done up
44,3530 Houthalen-Helchteren,Apartment,162000,2,,Installed,,,,,,,,,2,, Good
45,2100 Deurne Antwerpen,House,162000,1,42,,0.0,,,,1.0,18,42,89,2,, Just renovated
46,3770 Riemst,House,162000,1,120,Installed,,,,,,,120,106,,,
47,1090 Jette,Apartment,162000,1,,,0.0,,1.0,14,,,,,,0.0,
48,7618 Taintignies,House,162000,1,,Semi equipped,,,,,,,,,,0.0, To be done up
49,8531 Bavikhove,Apartment,162000,2,,,,,,,,,,,2,, As new
50,9060 Zelzate,Apartment,162000,3,,,0.0,,,,,,,,3,, Good
51,9940 Ertvelde,New real estate project - Apartments,162450,,,,,,,,,,,,,,
52,8740 Pittem,House,162500,,96,,0.0,,,,,,96,513,3,, To be done up
53,8740 Pittem,House,162500,,53,,0.0,,,,,,53,435,3,, To renovate
54,6061 Charleroi,House,162500,3,269,Not installed,,,,,1.0,60,269,120,2,, To renovate
55,6040 Charleroi,Duplex,162500,2,112,Installed,,,,,,,112,,3,, As new
56,8630 Veurne,Apartment,162500,,,Installed,0.0,,,,,,,,4,0.0, Good
57,4480 ENGIS,House,162500,2,89,,0.0,,1.0,12,1.0,420,89,510,,, To be done up
58,8400 Oostende,Apartment,162500,2,,Installed,0.0,,,,,,,,2,, Good
59,8400 Oostende,Duplex,162500,1,87,,0.0,,,,,,87,,2,, As new
60,8550 Zwevegem,Apartment,162500,1,68,,0.0,,1.0,7,,,68,,2,,
61,5300 Andenne,Apartment,162800,1,59,Not installed,0.0,,1.0,5,,,59,,,,
62,8530 Harelbeke,Apartment,162900,2,74,Installed,0.0,,,,,,74,,2,0.0, Good
63,8660 La Panne,Studio,162900,,38,USA installed,1.0,,,,,,38,,1,0.0, As new
64,8660 De Panne,Apartment,162900,1,,,,,,,,,,,2,,
65,8870 Izegem,House,163000,2,122,Semi equipped,,,,,,,122,99,,0.0, To be done up
66,5620 Saint-Aubin,House,163000,3,150,Not installed,0.0,,1.0,15,1.0,150,150,270,3,, As new
67,8800 Roeselare,House,163000,2,121,Semi equipped,0.0,,,,,,121,193,2,, To be done up
68,8370 Blankenberge,Apartment,163000,2,75,,1.0,,,,,,75,,2,, To be done up
69,2500 Lier,Lisperpark,163000,,,,,,,,,,,,,,
70,8400 Oostende,Apartment,163000,3,93,,0.0,,,,,,93,,2,0.0, Good
71,7301 Hornu,House,163000,3,120,Installed,0.0,,,,1.0,150,120,150,2,,
72,8870 Izegem,House,163000,2,100,,,,,,,,100,170,,, As new
73,7810 Maffle,House,163000,3,,Not installed,0.0,,,,,,,309,,,
74,3630 Maasmechelen,Apartment,163307,2,100,Installed,0.0,,1.0,11,,,100,,2,,
75,6043 Ransart,Ground floor,163350,2,92,,0.0,,,,,,92,,3,, As new
76,6043 Ransart,Apartment,163350,2,92,,0.0,,,,,,92,,3,, As new
77,1000 Bruxelles,Studio,163500,,42,,,,1.0,3,,,42,,4,, As new
78,3670 Oudsbergen,Apartment,163508,1,61,,,,,,,,61,,,,
79,6140 Fontaine-lEveque,Ground floor,163653,1,72,Hyper equipped,0.0,,1.0,64,,,72,,,, As new
80,6140 Fontaine-lEveque,Fontana,163653,,,,,,,,,,,,,,
81,4000 Lige Rocourt,Les Jardins de lArsenal,163800,,,,,,,,,,,,,,
82,7800 Ath,ATH - La Sucrerie - D,164000,,,,,,,,,,,,,,
83,5630 Cerfontaine,Apartment,164000,2,90,Hyper equipped,0.0,,,,,,90,,3,,
84,4032 Chne,Apartment,164000,3,80,,,,1.0,7,,,80,,2,, Good
85,8790 Waregem,Apartment,164000,1,70,Installed,0.0,,,,,,70,,2,,
86,2620 Hemiksem,House,164000,3,,,,,,,,,,290,2,,
87,9500 Geraardsbergen,Apartment,164000,2,150,Installed,0.0,,1.0,12,,,150,,2,, To be done up
88,2170 Merksem,House,164000,3,,Installed,,,,,,,,251,2,,
89,6120 Ham-sur-Heure,House,164000,3,125,Semi equipped,0.0,,1.0,18,1.0,70,125,160,3,,
90,6120 Ham-sur-Heure,House,164000,3,125,Semi equipped,0.0,,1.0,18,1.0,70,125,160,3,,
91,3000 Leuven,Apartment,164000,1,,,0.0,,,,,,,,2,,
92,2300 Turnhout,Apartment,164000,3,100,Not installed,0.0,,,,,,100,,2,, Good
93,2140 Borgerhout,Apartment,164000,2,92,Installed,0.0,,1.0,6,,,92,,4,0.0, Good
94,1070 Anderlecht,Apartment,164000,1,64,USA semi equipped,0.0,,,,,,64,,2,0.0, To be done up
95,8450 Bredene,Apartment,164000,2,83,Installed,0.0,,,,,,83,,2,0.0, To renovate
96,2800 Mechelen,Apartment,164000,1,53,Semi equipped,0.0,,,,,,53,,1,0.0,
97,6700 Arlon,Apartment,164000,2,56,Installed,0.0,,,,,,56,,,0.0,
98,4000 Lige,Projet Fragne,164000,,,,,,,,,,,,,,
99,4000 Liege 1,Apartment,164000,,51,Installed,0.0,,,,,,51,,2,,
100,4000 Rocourt,Apartment,164000,2,90,,0.0,,1.0,7,,,90,,4,, Good
101,4100 Seraing,House,164000,2,104,,0.0,,,,,,104,2505,3,, To be done up
102,8870 Izegem,House,164000,2,114,,0.0,,,,,,114,89,2,,
103,7700 Mouscron,Apartment,164000,3,124,,0.0,,,,,,124,,,0.0, To renovate
104,2600 Berchem,Apartment,164000,3,102,Semi equipped,0.0,,1.0,19,,,102,,,, To renovate
105,9185 Wachtebeke,Apartment,164000,3,100,Not installed,0.0,,,,,,100,,3,, Good
106,8530 Harelbeke,Ground floor,164000,1,49,Hyper equipped,0.0,,1.0,7,1.0,26,49,,4,0.0,
107,2100 Deurne Antwerpen,Apartment,164000,2,79,,0.0,,,,,,79,,2,, To be done up
108,8760 Meulebeke,House,164000,3,150,,0.0,,,,,,150,125,2,, To renovate
109,8370 Blankenberge,Studio,164000,,51,,1.0,,,,,,51,,,0.0,
110,8870 Izegem,House,164000,3,161,,,,,,,,161,202,,0.0,
111,8530 Harelbeke,Apartment,164000,2,71,,,,1.0,16,,,71,,,0.0,
112,7160 Piton,House,164000,2,182,Installed,,,,,1.0,27,182,101,3,, Good
113,8770 Ingelmunster,Apartment,164000,2,,,,,,,,,,,,, As new
114,4400 Flemalle,House,164500,3,100,Installed,0.0,,1.0,20,,,100,75,2,0.0, Good
115,6698 Vielsalm,Mixed-use building,164500,4,216,,0.0,,,,1.0,190,216,320,3,0.0, Good
116,6698 Vielsalm,House,164500,4,216,,0.0,,,,1.0,190,216,320,3,0.0, Good
117,8930 Menen,Apartment,164500,2,90,Installed,0.0,,1.0,11,,,90,,2,0.0, As new
118,2140 Borgerhout,Apartment,164500,2,90,Semi equipped,0.0,,1.0,8,,,90,,4,, To be done up
119,7700 Mouscron,Apartment,164500,3,150,,0.0,,,,,,150,,,, As new
120,4821 Andrimont,Loft,164500,,,,0.0,,,,,,,,4,,
121,7320 Bernissart,Apartment,164640,2,,Hyper equipped,0.0,,,,,,,,2,, As new
122,9550 Herzele,9550 Herzele - Minton Par,164650,,,,,,,,,,,,,,
123,9550 Herzele,Apartment,164650,1,64,,,,1.0,7,,,64,,,,
124,3670 Oudsbergen,Apartment,164746,1,62,,,,,,,,62,,,,
125,4020 Lige Jupillesur-Meuse,House,164900,4,150,,0.0,,1.0,10,1.0,20,150,175,2,0.0, To renovate
126,9300 Aalst,De Moutfabriek,164900,,,,,,,,,,,,,,
127,1731 Asse Zellik,Apartment,164900,2,72,Installed,0.0,,,,,,72,,4,, Good
128,2100 Deurne,Apartment,164900,2,80,Installed,0.0,,1.0,2,,,80,,3,, To be done up
129,2600 Berchem,Apartment,164900,1,59,Installed,0.0,,1.0,2,,,59,,2,, Good
130,4100 Seraing,Mixed-use building,164900,5,,USA semi equipped,,,1.0,20,,,,,3,, To be done up
131,7971 Bascles,LA CAPELLA,164950,,,,,,,,,,,,,,
132,4700 Eupen,Die Berggrten,164950,,,,,,,,,,,,,,
133,4700 Eupen,Apartment,164950,1,,Not installed,,,1.0,8,,,,,,, As new
134,1070 Anderlecht,Apartment,165000,1,50,Installed,0.0,,,,,,50,,3,0.0, Good
135,1200 Woluwe-Saint-Lambert,Studio,165000,,50,Semi equipped,0.0,,1.0,6,,,50,,2,0.0, To be done up
136,7333 Saint-Ghislain,Rsidences Adams-Bresson-,165000,,,,,,,,,,,,,,
137,8710 Wielsbeke,Fleur de Lin - Wielsbeke,165000,,,,,,,,,,,,,,
138,4570 VYLE-ET-THAROUL,House,165000,3,110,Not installed,0.0,,,,1.0,514,110,604,3,, To renovate
139,1020 Bruxelles,Apartment,165000,1,50,USA installed,0.0,,,,,,50,,2,0.0, Good
140,4460 Grace-Hollogne,House,165000,4,175,Semi equipped,0.0,,,,1.0,400,175,920,3,, To renovate
141,1090 Jette,Apartment,165000,1,58,USA installed,0.0,,,,,,58,,2,, Good
142,1200 Woluwe-Saint-Lambert,Studio,165000,,25,Semi equipped,1.0,,,,,,25,,,0.0, As new
143,1200 Woluwe-Saint-Lambert,Studio,165000,,,Installed,0.0,,1.0,12,,,,,2,0.0, To renovate
144,4470 Saint-Georges,House,165000,3,105,Installed,,,1.0,20,1.0,487,105,592,3,, Good
145,1160 Auderghem,Studio,165000,,,Installed,0.0,,1.0,2,,,,,2,, As new
146,1000 Brussels City,Studio,165000,1,36,Installed,,,,,,,36,,,, Just renovated
147,1000 Brussels City,Apartment,165000,1,48,Installed,1.0,,,,,,48,,,, Good
148,4032 Lige Chne,House,165000,3,148,Not installed,0.0,,,,1.0,80,148,154,2,0.0, To be done up
149,4602 Cheratte,House,165000,3,125,,0.0,,1.0,60,,,125,350,3,, Good
150,8430 Middelkerke,Studio,165000,,32,Semi equipped,0.0,,,,,,32,,2,, To renovate
151,7850 Petit-Enghien,Apartment,165000,2,,Installed,0.0,,,,,,,,,, Good
152,8400 Oostende,Apartment,165000,1,47,Hyper equipped,0.0,,1.0,6,,,47,,,0.0, As new
153,8400 Oostende,Apartment,165000,2,85,Hyper equipped,0.0,,1.0,6,,,85,,,, As new
154,1050 Ixelles,Studio,165000,1,34,Semi equipped,0.0,,,,,,34,,2,, To be done up
155,1400 Nivelles,Apartment,165000,2,70,Installed,0.0,,1.0,8,,,70,,2,0.0, Good
156,4020 Lige,Apartment,165000,2,81,Installed,0.0,,,,,,81,,2,, Good
157,8600 Diksmuide,Apartment,165000,2,75,Installed,0.0,,,,,,75,,,, Good
158,4420 Saint-Nicolas,House,165000,3,107,USA semi equipped,0.0,,1.0,40,,,107,113,2,0.0, To be done up
159,6020 Dampremy,House,165000,2,145,Installed,0.0,,1.0,20,1.0,100,145,160,3,0.0, Good
160,8660 De Panne,Apartment,165000,2,60,Installed,1.0,,,,,,60,,,, As new
161,1030 Schaerbeek,Studio,165000,,35,Hyper equipped,0.0,,,,,,35,,2,, Good
162,8430 Middelkerke,Studio,165000,1,55,Not installed,1.0,,,,,,55,,,,
163,1050 Ixelles,Apartment,165000,1,37,Installed,,,,,,,37,,2,, To be done up
164,1325 Corroy-le-Grand,Apartment,165000,1,51,,0.0,,1.0,2,,,51,,,, Good
165,7866 Bois-de-Lessines,House,165000,2,,,0.0,,,,,,,112,3,, Good
166,6600 Bastogne,House,165000,2,168,,0.0,,,,,,168,277,2,,
167,7033 MONS CUESMES,Apartment,165000,2,,Installed,,,,,,,,,,, As new
168,7180 Seneffe,Apartment,165000,2,70,Semi equipped,0.0,,,,,,70,,2,0.0, As new
169,8500 Kortrijk,Apartment,165000,2,,Hyper equipped,0.0,,,,,,,,,, As new
170,5060 Auvelais,Town-house,165000,3,148,Installed,0.0,,1.0,6,,,148,59,2,, As new
171,6220 Fleurus,Apartment block,165000,2,115,Semi equipped,0.0,,,,,,115,,2,, To renovate
172,6660 Houffalize,House,165000,3,160,Semi equipped,0.0,,,,1.0,431,160,431,4,, To renovate
173,9600 Ronse,House,165000,3,100,Semi equipped,0.0,,,,,,100,,2,, Good
174,1050 Ixelles,Apartment,165000,1,37,Installed,,,,,,,37,,2,, To be done up
175,5590 Ciney,Apartment,165000,1,57,Installed,0.0,,1.0,6,,,57,,,,
176,9600 Ronse,Residentie Cipriano,165000,,,,,,,,,,,,,,
177,4040 Herstal,House,165000,2,,Installed,0.0,,,,,,,280,2,, To be done up
178,4400 Flmalle,House,165000,2,85,Hyper equipped,0.0,,1.0,10,,,85,95,3,0.0, As new
179,1060 Saint-Gilles,Studio,165000,1,46,Not installed,0.0,,1.0,6,,,46,,,0.0, To renovate
180,1480 Tubize,Apartment,165000,2,84,Installed,0.0,,1.0,7,,,84,,,0.0, Good
181,1400 Nivelles,House,165000,3,,,0.0,,1.0,10,1.0,265,,320,2,, Good
182,6044 Roux,House,165000,2,130,USA hyper equipped,0.0,,,,,,130,149,2,, Just renovated
183,7140 Morlanwelz,House,165000,5,234,Not installed,,,,,,,234,156,2,, Good
184,8434 Westende,Apartment,165000,1,47,,1.0,,,,,,47,,2,0.0, Good
185,7700 Mouscron,House,165000,3,118,Installed,0.0,,1.0,12,1.0,61,118,162,2,, Just renovated
186,5590 Achne,House,165000,3,138,Semi equipped,0.0,,,,1.0,1200,138,1200,,, To renovate
187,5060 Auvelais,Triplex,165000,3,148,Installed,0.0,,1.0,6,,,148,,2,, As new
188,9800 Deinze,Service flat,165000,1,54,Installed,0.0,,,,,,54,,,,
189,4051 Vaux-sous-Chvremont,House,165000,2,115,Semi equipped,0.0,,,,,,115,283,3,, To restore
190,7134 LEVAL-TRAHEGNIES,House,165000,3,271,Semi equipped,0.0,,,,,,271,195,2,, Good
191,7170 Manage Fayt-lez-Manage,House,165000,3,100,Installed,,,1.0,62,,,100,165,2,, Good
192,2018 Antwerp,Studio,165000,1,39,Installed,0.0,,,,,,39,,2,0.0, Just renovated
193,7320 Bernissart,Apartment,165000,2,,Hyper equipped,0.0,,,,,,,,2,, As new
194,8570 VICHTE,Apartment,165000,1,60,Installed,0.0,,1.0,9,,,60,,,,
195,3018 Wijgmaal,Bungalow,165000,3,,Installed,,,,,,,,292,,, To renovate
196,3680 Maaseik,Apartment,165000,2,82,Installed,0.0,,,,,,82,,,, Good
197,7181 Arquennes,House,165000,4,198,Not installed,0.0,,,,1.0,225,198,315,2,, To renovate
198,9500 Geraardsbergen,House,165000,3,103,Installed,,,,,1.0,120,103,120,2,0.0, Good
199,9300 Aalst,Apartment,165000,3,90,,,,1.0,5,,,90,,2,, Good
200,5060 ARSIMONT,House,165000,2,78,,0.0,,,,,,78,,3,,
201,1390 Grez-Doiceau,House,165000,2,,Installed,,,,,,,,500,3,, To renovate
202,8020 Oostkamp,Apartment,165000,2,63,Installed,0.0,,,,,,63,,2,, Good
203,4102 Seraing,House,165000,3,154,Installed,0.0,,1.0,44,,,154,93,2,0.0, Good
204,6000 Charleroi,House,165000,4,220,Semi equipped,0.0,,,,,,220,110,2,, Good
205,6060 Gilly,House,165000,2,92,Semi equipped,0.0,,,,,,92,184,3,, Good
206,7340 Colfontaine,House,165000,2,125,Semi equipped,0.0,,,,,,125,200,3,, Good
207,8400 Oostende,House,165000,3,153,Installed,0.0,,,,,,153,70,,, Good
208,2140 Borgerhout,Apartment,165000,1,75,Installed,0.0,,,,,,75,,1,0.0, Good
209,8470 Gistel,House,165000,3,110,Installed,0.0,,,,,,110,320,3,0.0, To renovate
210,8370 Blankenberge,Apartment,165000,2,,Installed,,,,,,,,,,0.0, Good
211,8610 Zarren,Apartment,165000,3,135,,0.0,,,,,,135,,2,, Good
212,4000 Liege,House,165000,2,98,Semi equipped,,,,,,,98,142,2,, Good
213,6750 Musson,House,165000,3,116,Not installed,0.0,,1.0,10,1.0,350,116,417,2,, To be done up
214,9600 Ronse,Cipriano,165000,,,,,,,,,,,,,,
215,5600 Philippeville,Rsidence Magnolia,165000,,,,,,,,,,,,,,
216,6000 Charleroi,Val Au Bois,165000,,,,,,,,,,,,,,
217,7021 Mons Havr,Rsidence Leroy,165000,,,,,,,,,,,,,,
218,8480 Eernegem,Stationsstraat 80 - 82 Eernegem Appartementen,165000,,,,,,,,,,,,,,
219,8800 Roeselare,Residentie Ernest,165000,,,,,,,,,,,,,,
220,9600 Ronse,Cipriano,165000,,,,,,,,,,,,,,
221,9600 Ronse,Residentie Rooots te Ronse,165000,,,,,,,,,,,,,,
222,2300 Turnhout,House,165000,4,191,Installed,,,,,,,191,164,2,, Good
223,1080 Molenbeek-St-Jean,Apartment,165000,1,124,Not installed,,,1.0,3,,,124,,2,, To renovate
224,1400 Nivelles,Apartment,165000,1,63,Installed,0.0,,,,,,63,,2,, Good
225,3665 As,Apartment,165000,2,90,,0.0,,,,,,90,,,,
226,4430 Ans,Apartment,165000,2,,,0.0,,,,,,,,2,0.0, As new
227,8880 Ledegem,House,165000,3,,,0.0,,,,,,,267,2,, Good
228,4500 Huy,Huy - rue des Rotisseurs,165000,,,,,,,,,,,,,,
229,8670 Koksijde,House,165000,2,168,,,,,,,,168,262,3,, Just renovated
230,8540 Deerlijk,House,165000,3,179,,,,,,,,179,385,,,
231,1440 BRAINE-LE-CHTEAU,Ground floor,165000,1,64,Installed,0.0,,,,,,64,,2,, Good
232,7340 Wasmes,House,165000,2,136,,0.0,,,,,,136,156,2,,
233,8610 Kortemark,House,165000,1,117,USA installed,0.0,,,,,,117,156,,0.0, As new
234,8870 Izegem,House,165000,3,135,Semi equipped,,,,,,,135,,,, To renovate
235,7080 Eugies,House,165000,3,191,Installed,0.0,,,,,,191,,3,, Good
236,5660 Couvin,House,165000,5,206,Semi equipped,0.0,,,,1.0,450,206,540,4,,
237,6060 Gilly,House,165000,3,100,Semi equipped,0.0,,1.0,13,,,100,140,2,, Good
238,8450 Bredene,House,165000,3,157,Semi equipped,0.0,,,,,,157,230,,, Good
239,8420 Wenduine,House,165000,2,65,Installed,0.0,,,,,,65,,,0.0, Good
240,7000 Mons,House,165000,2,100,Installed,,,1.0,24,1.0,234,100,300,2,, Good
241,1400 Nivelles,House,165000,1,85,Semi equipped,0.0,,,,,,85,,2,, To renovate
242,1420 Braine-lAlleud,Apartment,165000,1,51,,0.0,,,,,,51,,3,, To be done up
243,8434 Westende,Studio,165000,,,Hyper equipped,0.0,,,,,,,,,, Good
244,1030 Schaerbeek,Apartment,165000,3,,Installed,,,,,,,,,,,
245,4170 Comblain-au-Pont,House,165000,3,,Not installed,,,1.0,25,,,,217,3,,
246,1080 Molenbeek-Saint-Jean,Apartment,165000,2,,Installed,,,,,,,,,,,
247,8710 Wielsbeke,Apartment,165000,1,60,,0.0,,1.0,5,,,60,,,,
248,1050 Ixelles,Studio,165000,1,42,Installed,,,,,,,42,,2,, To be done up
249,7340 Colfontaine,House,165000,4,220,USA hyper equipped,0.0,,,,,,220,429,2,, Good
250,1080 Molenbeek-Saint-Jean,Apartment,165000,1,50,Installed,0.0,,1.0,2,,,50,,2,0.0, Good
251,4900 Spa,Apartment,165000,1,45,Semi equipped,1.0,,,,,,45,,2,, Good
252,6767 Dampicourt,House,165000,3,175,Installed,0.0,,,,,,175,,2,,
253,5530 Yvoir Godinne,Ground floor,165000,2,130,Not installed,,,1.0,50,1.0,300,130,,4,, As new
254,7301 Hornu,House,165000,4,134,Installed,0.0,,,,1.0,118,134,180,2,, As new
255,7800 Ath,Apartment,165000,1,,,0.0,,1.0,1,1.0,1,,,3,0.0, As new
256,4000 Liege,Apartment,165000,3,110,Installed,,,,,,,110,,2,, As new
257,1410 Waterloo,Apartment,165000,1,125,Installed,,,,,,,125,,3,,
258,4171 Poulseur Comblain-au-Pont,House,165000,2,70,Installed,0.0,,,,,,70,150,3,,
259,6041 Gosselies,House,165000,3,135,,0.0,,,,,,135,386,3,, To renovate
260,9800 Deinze,Apartment,165000,2,65,,0.0,,,,,,65,,2,,
261,7301 PETIT-HORNU,House,165000,4,,USA hyper equipped,,,,,,,,770,3,, Good
262,5651 Thy-le-Chteau,House,165000,2,,,,,,,,,,100,2,, As new
263,3053 Haasrode,House,165000,2,,,,,,,,,,770,,,
264,9100 Sint-Niklaas,House,165000,2,,,,,,,,,,160,,,
265,8930 Lauwe,House,165000,2,,,,,,,,,,256,,0.0,
266,3300 Tienen,House,165000,3,,,,,,,,,,,4,,
267,9300 Aalst,Apartment,165000,2,,,,,,,,,,,,,
268,6000 Charleroi,House,165000,3,,Installed,0.0,,,,,,,94,2,0.0, As new
269,8670 Oostduinkerke,Chalet,165000,2,,Installed,,,,,,,,115,4,,
270,9600 Ronse,Apartment,165000,1,,,,,,,,,,,,,
271,1140 Evere,Les jardins de Paris,165000,,,,,,,,,,,,,,
272,7350 Hensies Hainin,House,165000,3,,,,,,,,,,,2,,
273,8670 Koksijde,Apartment,165000,1,39,Installed,1.0,,1.0,2,,,39,,2,, Good
274,8710 Wielsbeke,Fleur De Lin in Wielsbeke,165000,,,,,,,,,,,,,,
275,2000 Antwerp,Apartment,165000,1,39,USA installed,1.0,,,,,,39,,2,, Good
276,4920 Aywaille,House,165000,4,177,Semi equipped,0.0,,,,,,177,150,3,0.0, To renovate
277,8400 Oostende,Apartment,165000,1,50,Installed,1.0,,,,,,50,,,0.0,
278,8000 Brugge,House,165000,3,99,Semi equipped,0.0,,1.0,2,,,99,134,3,, To be done up
279,2300 Turnhout,House,165000,3,100,Not installed,0.0,,,,,,100,55,2,, Good
280,8430 Middelkerke,Studio,165000,,32,Semi equipped,0.0,,,,,,32,,2,, To renovate
281,2530 Boechout,Studio,165000,,35,Installed,0.0,,,,,,35,,2,, As new
282,7973 Beloeil Stambruges,Mixed-use building,165000,3,200,Not installed,0.0,,,,1.0,150,200,450,2,, To renovate
283,6230 Pont-a-Celles,Apartment,165000,2,72,USA hyper equipped,0.0,,,,,,72,,3,, As new
284,7170 FAYT-LEZ-MANAGE,House,165000,4,154,Installed,0.0,,1.0,10,1.0,195,154,330,2,0.0, To be done up
285,2060 Antwerpen,Apartment,165000,1,70,Installed,0.0,,,,,,70,,2,0.0, To be done up
286,7500 Tournai,Apartment,165000,1,50,Installed,0.0,,,,,,50,,,, Just renovated
287,8970 Poperinge,House,165000,3,140,Semi equipped,0.0,,,,,,140,89,2,, Good
288,8430 Middelkerke,Apartment,165000,1,55,Not installed,1.0,,,,,,55,,,,
289,7110 Maurage,House,165000,4,174,Installed,,,,,,,174,159,2,, Good
290,1070 Anderlecht,Apartment,165000,1,75,USA installed,0.0,,1.0,17,,,75,,2,0.0, Good
291,2950 Kapellen,Apartment,165000,2,87,Installed,,,,,,,87,,,, To be done up
292,8400 Oostende,Apartment,165000,2,65,Semi equipped,0.0,,1.0,2,,,65,,2,0.0, Good
293,8770 Ingelmunster,House,165000,4,,,0.0,,,,1.0,1,,195,2,, To renovate
294,1731 Zellik,Apartment,165000,2,65,Installed,0.0,,,,,,65,,,, Good
295,4800 Verviers,Apartment,165000,1,,Installed,0.0,,,,,,,,2,0.0, Good
296,4100 Seraing,Duplex,165000,2,95,,0.0,,1.0,60,1.0,50,95,,,, Just renovated
297,4100 Seraing,Ground floor,165000,2,95,,0.0,,1.0,60,1.0,50,95,,,, Just renovated
298,4100 Seraing,Ground floor,165000,2,95,,0.0,,1.0,60,1.0,50,95,,,, Just renovated
299,4100 Seraing,Duplex,165000,2,95,,0.0,,1.0,60,1.0,50,95,,,, Just renovated
300,4100 Seraing,Penthouse,165000,2,95,,0.0,,1.0,60,1.0,50,95,,,, Just renovated
301,4100 Seraing,Penthouse,165000,2,95,,0.0,,1.0,60,1.0,50,95,,,, Just renovated
302,1360 Perwez,House,165000,2,,USA installed,0.0,,,,,,,269,3,, To renovate
303,5377 Somme-Leuze,House,165000,3,,Semi equipped,0.0,,,,,,,631,4,,
304,8500 Kortrijk,House,165000,3,104,Installed,0.0,,,,,,104,160,2,, To renovate
305,2140 Borgerhout,Mixed-use building,165000,2,60,Not installed,0.0,,,,,,60,,2,, To be done up
306,1081 Koekelberg,Apartment,165000,1,,Semi equipped,0.0,,,,,,,,,0.0, To be done up
307,3500 Hasselt,Apartment,165000,1,57,,0.0,,1.0,5,,,57,,2,0.0, Good
